	user	Histories	Behaviors
6453	U6453	J2553 J1031 J1311 J1056 J1768 J8034 J5686 J6400	J2319-0 J7366-0 J4444-0 J7597-0 J8226-0 J107-1 J1312-0 J6730-0 J7551-1 J6604-0 J7124-0 J7986-1 J4888-0 J2066-0 J4467-1 J7569-0 J4619-0 J7458-0 J5547-0 J4188-1
6454	U6454	J2640 J1416 J8158	J5022-0 J7277-0 J1757-0 J3390-0 J4903-1 J8-0 J2128-0 J241-0 J7648-0 J5540-0 J4214-0 J6137-0 J4493-0 J6009-0 J1015-0 J2035-0 J2144-0 J219-0 J6940-0 J8054-0
6455	U6455	J2463 J7360 J4383 J7070 J2718 J3962 J6839 J7356	J6038-0 J5055-0 J2177-0 J2652-0 J4029-0 J8046-0 J832-0 J7156-0 J7808-0 J4892-0 J2068-0 J12-0 J1749-0 J1595-0 J7531-0 J6657-0 J4671-0 J4190-1 J6236-0 J2998-0
6456	U6456	J4382 J6620 J5072 J229 J3921 J2682 J6839 J534 J237 J4333	J1893-0 J6762-0 J3172-0 J837-0 J3966-1 J3206-0 J7828-0 J2489-0 J845-0 J246-0 J3910-0 J7546-0 J5101-1 J1768-1 J5409-0 J3050-0 J5240-0 J3439-0 J7006-0 J646-0
6457	U6457	J4818 J601 J1594 J2548 J7353 J6288 J3700 J4847	J3671-0 J7464-0 J1380-0 J4437-0 J2822-0 J406-0 J1861-0 J72-0 J464-0 J6270-0 J1156-0 J2156-0 J1966-1 J6709-0 J4178-0 J1708-0 J475-0 J2623-0 J6635-0 J6914-0
6458	U6458	J7525 J2726 J2696	J3337-1 J155-0 J6804-0 J6033-0 J4505-0 J1796-0 J3792-0 J1269-0 J4457-0 J7194-1 J6290-0 J2048-1 J46-0 J7849-0 J1325-0 J2496-0 J6819-0 J1422-0 J5774-0 J7305-0
6459	U6459	J536 J6705 J7949 J2640 J7844	J7226-0 J1437-1 J5800-0 J247-0 J3508-0 J1927-0 J1010-0 J2601-0 J6730-0 J6251-0 J4894-0 J2623-0 J744-0 J204-0 J4551-0 J7793-0 J1715-0 J2718-1 J4208-1 J7355-0
6460	U6460	J2985 J1013 J4852 J2248 J108 J3934 J6030 J4905	J6018-0 J798-0 J6133-0 J5005-0 J733-0 J2230-0 J2373-1 J6029-0 J882-0 J4166-0 J8032-0 J2026-0 J894-0 J835-0 J4834-0 J1113-0 J5159-0 J7113-0 J650-0 J3583-0
6461	U6461	J3201 J5182 J7278	J4684-0 J3292-0 J4479-0 J2895-0 J194-0 J421-0 J6813-0 J2292-0 J5615-0 J4804-0 J2945-0 J7697-0 J2342-0 J3999-1 J1841-0 J5175-0 J4745-0 J1950-0 J194-0 J6748-0
6462	U6462	J3378 J2353 J7424 J4135 J4041 J6120 J3073 J3962 J7037	J239-0 J4319-0 J4614-1 J6253-0 J8082-1 J1867-0 J4495-0 J4095-1 J7363-1 J4260-0 J3086-1 J74-0 J6188-0 J6238-0 J3149-0 J1455-0 J2304-0 J3581-0 J1901-0 J4295-0
6463	U6463	J6541 J4537 J8001 J4374 J2528 J7182	J1766-0 J7338-0 J7307-1 J3341-1 J1362-0 J8110-1 J3611-1 J1016-0 J5464-1 J436-0 J4121-0 J4355-0 J7852-1 J1276-0 J5389-0 J6592-0 J528-0 J3378-1 J7261-0 J6609-0
6464	U6464	J1974 J1225 J1147 J4994 J1255 J1221 J5829	J5041-0 J898-0 J449-0 J6598-0 J1807-0 J5974-0 J3122-0 J3353-0 J2545-0 J5974-0 J4997-0 J8183-0 J5105-0 J5378-0 J119-0 J7615-0 J5108-0 J6736-0 J2007-0 J5304-0
6465	U6465	J260 J7404 J7524	J6869-0 J6811-0 J5460-1 J4343-1 J3101-0 J4822-0 J2461-1 J3355-1 J534-1 J5125-0 J5683-1 J4069-0 J1580-0 J7910-0 J2843-0 J5509-0 J5423-0 J4784-1 J7710-0 J3784-0
6466	U6466	J7049 J4861 J4466 J7764 J6872 J6382 J4327 J2393	J5702-0 J4844-0 J5540-0 J5331-0 J6866-0 J6451-0 J5628-0 J8137-0 J2692-1 J7261-0 J2352-0 J3249-1 J3743-0 J4685-0 J3379-0 J5439-1 J2624-1 J7900-0 J2201-0 J6426-0
6467	U6467	J2971 J1218 J173 J1652 J327 J2218	J7665-0 J2785-0 J107-1 J956-0 J3362-0 J6941-0 J7109-0 J5594-0 J6891-1 J2760-1 J4158-0 J5315-0 J7893-0 J3032-1 J6373-0 J3887-0 J7266-0 J3827-0 J839-1 J7338-0
6468	U6468	J6977 J5067 J3073 J640 J807 J3869 J2781 J5002 J5996 J1564	J7405-0 J4533-0 J3463-0 J129-0 J7211-0 J2799-0 J6521-0 J3983-0 J6959-0 J5159-0 J6141-0 J1404-0 J4212-0 J134-0 J6404-0 J5588-0 J5867-0 J7626-1 J3230-0 J2848-0
6469	U6469	J3481 J3933 J2643	J278-0 J7779-0 J4430-0 J3477-0 J1888-0 J5557-1 J1337-0 J7463-0 J7519-0 J4779-0 J5030-0 J193-1 J7496-0 J3376-1 J2577-0 J3153-0 J7791-0 J4487-0 J583-0 J7569-0
6470	U6470	J907 J8231 J2566 J6119 J6222 J6479 J4711 J6584 J1768	J6249-0 J5545-0 J6104-0 J731-0 J1855-1 J4384-1 J1659-0 J1350-1 J2080-0 J3751-0 J1649-0 J126-0 J7100-0 J4222-0 J300-0 J2488-0 J6882-0 J4047-1 J5809-0 J8244-0
6471	U6471	J3931 J4788 J5574 J5186 J3290 J2287	J5909-0 J3362-0 J7911-0 J2857-0 J5078-0 J370-0 J1649-0 J1249-0 J3854-1 J3238-0 J304-1 J3433-0 J1746-0 J7504-0 J3184-0 J7161-0 J2880-0 J1701-0 J1551-0 J6397-0
6472	U6472	J7424 J4527 J952 J3091	J6917-0 J3734-0 J5979-0 J6572-0 J2058-0 J1982-0 J8235-0 J4534-0 J563-0 J5671-0 J775-0 J7761-0 J5926-0 J104-0 J6616-1 J3444-0 J3110-1 J179-0 J8212-0 J6467-0
6473	U6473	J4042 J2172 J4145 J2686 J7030 J6734	J4894-0 J1164-0 J4646-1 J6746-0 J3208-1 J3858-0 J3193-0 J5091-0 J2105-1 J2988-1 J5228-0 J1825-0 J2742-1 J1621-0 J4111-1 J4330-1 J1104-0 J4055-0 J6460-0 J1112-0
6474	U6474	J243 J1645 J1163 J6222	J6462-0 J5698-0 J3812-0 J7473-0 J788-0 J4112-0 J4965-0 J3495-0 J559-0 J5160-0 J6497-1 J951-0 J4004-1 J2451-0 J4032-0 J6295-0 J1062-0 J6187-0 J5952-0 J4180-0
6475	U6475	J6516 J729 J461 J108 J3711 J2643	J6463-0 J6932-0 J4121-0 J1387-0 J5041-0 J4385-0 J2653-0 J6302-0 J3171-0 J1712-0 J7307-0 J8074-0 J7262-0 J869-1 J7071-0 J6724-0 J235-0 J6982-0 J504-0 J7398-0
6476	U6476	J3961 J5474 J3657 J4491 J2864	J3706-0 J8249-0 J3521-0 J1712-0 J1631-0 J705-1 J4354-0 J4822-0 J3328-0 J5744-0 J801-0 J2463-1 J1823-0 J8193-0 J3531-0 J93-0 J6052-0 J7870-1 J5502-0 J4528-0
6477	U6477	J3918 J2349 J4961 J6142 J3038 J107 J2436 J4190 J5861	J568-0 J3515-0 J8160-0 J4923-0 J5444-0 J2810-1 J5410-0 J253-0 J3330-0 J2342-0 J6067-0 J3415-0 J2262-0 J7174-0 J1960-0 J1181-0 J7981-1 J4697-1 J626-0 J6664-1
6478	U6478	J7572 J5069 J2848 J438 J2486 J558 J6411	J5141-0 J5416-0 J1105-0 J4401-1 J1780-0 J5709-0 J6621-0 J1228-0 J3689-0 J2816-0 J1721-0 J2763-0 J4528-0 J77-0 J3344-0 J3554-0 J6396-0 J506-0 J5605-0 J8170-0
6479	U6479	J3376 J6502 J4181 J2373	J2649-0 J5370-0 J6534-0 J5378-0 J1956-0 J1470-0 J3597-0 J2494-1 J7747-0 J7186-1 J32-0 J4148-1 J3056-0 J3531-0 J6339-0 J7003-0 J1029-0 J3301-0 J3546-1 J4957-0
6480	U6480	J4150 J3999 J887 J6400 J3749	J927-0 J1505-0 J793-0 J7563-0 J7910-0 J5056-1 J6889-0 J3613-0 J793-0 J3927-0 J4457-0 J2058-0 J3335-0 J7803-0 J852-0 J3152-0 J2570-1 J2078-1 J2225-0 J6793-0
6481	U6481	J4392 J1326 J1502 J3757	J4033-0 J1298-0 J7077-0 J3239-0 J3622-0 J5445-0 J2921-0 J5333-0 J6042-0 J5949-0 J2397-0 J5628-0 J4129-0 J5091-0 J3606-0 J7535-0 J1929-0 J7277-0 J5872-0 J3447-0
6482	U6482	J1437 J8022 J7067 J397 J5066 J5474 J2735 J4410 J85 J1334 J4614 J4302 J5824 J4896 J3716 J5359 J6217	J2315-0 J7890-1 J5658-0 J287-1 J2573-0 J5316-0 J2717-0 J3990-0 J7933-0 J2961-0 J6857-0 J5812-0 J862-0 J907-1 J6171-0 J1420-0 J3619-0 J3233-0 J2908-0 J2940-0
6483	U6483	J5169 J8033 J3818 J3688 J6017 J8093 J993 J141	J1953-1 J5465-0 J7603-0 J4799-0 J973-0 J3781-0 J1016-0 J2181-0 J4068-0 J3949-0 J5974-0 J1271-1 J3565-0 J2046-0 J4747-0 J3220-0 J6793-0 J3626-0 J8208-1 J4575-0
6484	U6484	J2220 J872 J2349 J3394 J4196	J3115-0 J4687-0 J3111-1 J6722-0 J4257-0 J5630-0 J2354-1 J6450-0 J6099-0 J6201-1 J7131-0 J5706-0 J1313-0 J1582-1 J7563-0 J3879-0 J7553-0 J2101-1 J3877-1 J1145-0
6485	U6485	J6230 J4475 J7559 J6585 J6361 J7441 J2113 J2815 J6363 J8003 J6680 J1969 J664 J8079 J7268	J6766-0 J8149-0 J3214-0 J7329-0 J331-1 J4213-0 J4945-0 J1839-0 J295-0 J2512-0 J5726-0 J125-0 J6180-0 J1209-0 J2055-0 J7093-0 J3501-0 J470-0 J5538-0 J2295-0
6486	U6486	J8077 J5613 J2209	J5747-0 J3161-0 J390-0 J6463-0 J3631-1 J3211-0 J2668-0 J2100-0 J2412-0 J4464-0 J4942-0 J4189-1 J5862-0 J4646-1 J7815-1 J3223-0 J4865-0 J1450-1 J7871-0 J5828-0
6487	U6487	J7522 J7353 J2048 J7606 J260 J7846 J1693 J2760 J4608 J5352 J5614 J2635	J3250-0 J8192-0 J430-0 J6932-0 J6148-1 J6574-0 J4886-0 J5678-0 J5031-0 J7860-0 J581-0 J7566-0 J4455-1 J7829-0 J2431-0 J7464-0 J691-0 J4916-0 J4870-1 J4751-0
6488	U6488	J7037 J3208 J2711	J6510-0 J435-0 J2820-0 J190-0 J6112-0 J2346-0 J4836-0 J7560-0 J3491-0 J6677-1 J1577-0 J5585-0 J648-0 J6261-0 J2645-0 J5020-0 J5694-0 J1551-0 J6446-0 J3033-0
6489	U6489	J7690 J2532 J1550 J3626	J757-0 J2813-0 J7641-0 J4457-0 J345-0 J4682-0 J4924-0 J6388-0 J1322-0 J2016-0 J432-0 J7832-0 J5835-0 J7278-0 J518-0 J5426-0 J4409-0 J1919-0 J4377-1 J643-0
6490	U6490	J3110 J1260 J2486 J6214 J3346	J847-0 J3985-0 J206-0 J7481-1 J7693-0 J2908-0 J4185-0 J92-0 J614-0 J977-0 J4595-0 J2573-0 J574-0 J4555-0 J1121-0 J226-0 J552-0 J1190-0 J1949-0 J5008-0
6491	U6491	J6209 J22 J3425 J2103 J4545 J1396 J1395 J5245 J617 J7064 J3695	J3315-0 J7101-0 J589-0 J4604-0 J1269-0 J7235-0 J4128-1 J3916-0 J476-0 J7791-1 J7737-0 J1845-0 J6353-0 J8140-1 J2814-1 J1902-0 J3355-0 J202-0 J7125-0 J7769-0
6492	U6492	J3595 J1554 J5062 J7151	J6267-0 J4101-0 J4397-0 J35-0 J6624-0 J1230-0 J5016-0 J5392-0 J6145-0 J811-0 J6285-0 J3248-0 J3532-0 J736-0 J7146-0 J4039-1 J7869-1 J1986-0 J5800-0 J5254-0
6493	U6493	J5065 J6389 J4759 J709 J5241	J7999-0 J615-0 J1047-1 J5325-0 J4500-0 J3704-0 J6141-0 J6662-1 J4420-0 J1011-0 J3604-0 J683-0 J94-0 J456-0 J5028-0 J6395-0 J6916-0 J6737-1 J8258-1 J3917-0
6494	U6494	J4554 J2209 J1963	J7933-0 J5613-1 J4631-0 J6795-0 J639-0 J4115-0 J5644-0 J3337-1 J4704-0 J5813-0 J5412-0 J6641-1 J6183-0 J6272-0 J6018-0 J3348-0 J3202-1 J8073-0 J5067-1 J5537-0
6495	U6495	J5439 J8004 J2760 J3058 J194 J1498 J470 J7901 J159 J1247 J2950 J3710	J6506-1 J2902-0 J3044-0 J4350-0 J636-0 J7701-1 J1494-0 J1826-1 J1420-0 J3527-1 J8098-0 J2268-0 J6087-0 J5081-0 J2283-0 J7177-1 J7432-0 J6916-0 J5643-0 J1957-1
6496	U6496	J6222 J8101 J112 J8187 J4239	J7515-1 J273-0 J2151-0 J2162-0 J1619-0 J3882-0 J5947-1 J5689-1 J485-0 J180-1 J6333-0 J402-0 J2446-1 J3911-1 J3645-1 J5448-1 J4390-0 J6171-0 J2650-0 J5727-0
6497	U6497	J3059 J3134 J536 J3952 J447 J6210 J6205 J2958	J4790-1 J6539-0 J4945-0 J2798-0 J7522-1 J3323-0 J411-0 J6597-0 J7651-1 J2518-1 J6427-0 J7491-0 J2996-0 J4082-1 J6773-0 J7265-1 J2414-0 J6114-1 J678-1 J7323-0
6498	U6498	J2683 J3847 J5480 J6624 J2954 J3403 J2986 J6641 J6119	J5545-0 J7975-0 J2642-0 J6058-0 J7285-0 J3797-0 J6181-1 J249-1 J5447-0 J3069-0 J3598-1 J1936-0 J30-0 J3934-1 J1120-0 J3110-1 J6121-0 J477-0 J5861-0 J7743-0
6499	U6499	J6680 J921 J3955 J2716 J1811 J3919 J3843 J6839	J904-0 J7844-1 J2550-1 J7203-1 J4174-0 J8056-0 J6535-0 J5130-0 J3134-1 J1448-1 J1703-0 J858-1 J1780-1 J4452-0 J7834-0 J1975-0 J4888-0 J6056-0 J514-0 J4162-0
6500	U6500	J6477 J7184 J1897	J759-0 J5572-0 J2430-0 J4622-0 J4701-0 J554-0 J320-0 J2582-0 J3887-0 J5093-0 J3009-0 J6993-0 J185-0 J3908-0 J3674-0 J7422-0 J6037-0 J1653-0 J817-0 J489-0
6501	U6501	J6153 J5958 J7424 J2696 J2460 J8163	J1759-0 J3129-0 J7604-0 J3411-0 J5499-0 J7047-1 J1818-0 J1562-0 J2315-0 J7342-0 J6878-0 J6673-0 J5448-1 J476-0 J5014-0 J7126-0 J2591-0 J6804-0 J4915-0 J7838-0
6502	U6502	J7928 J5841 J3329 J1195 J6674 J7433 J6887	J7183-1 J4354-0 J7751-0 J4724-0 J3137-0 J1616-1 J5288-1 J4444-0 J3019-0 J7074-0 J7102-1 J7038-0 J1917-0 J2035-0 J5351-0 J678-1 J8190-0 J1085-1 J5641-0 J3952-1
6503	U6503	J1807 J6763 J6944	J863-0 J2472-0 J6180-0 J4602-0 J949-0 J3708-0 J5360-0 J8125-0 J1314-0 J5167-0 J127-0 J909-0 J4221-0 J5195-0 J3758-0 J7507-0 J2091-0 J7817-0 J4913-0 J7540-0
6504	U6504	J7510 J3521 J3382 J2974 J863 J2635	J3740-0 J4105-0 J1834-0 J6076-0 J1951-0 J6854-0 J4962-0 J7982-0 J7216-0 J55-0 J1980-0 J6438-0 J3828-0 J8051-1 J7581-0 J503-0 J4700-0 J5373-0 J4548-0 J5603-0
6505	U6505	J3244 J5829 J1353	J4142-0 J1471-0 J897-0 J2652-0 J4191-0 J407-0 J530-0 J4748-0 J5752-0 J685-0 J3880-0 J8135-0 J4952-0 J2338-0 J1691-0 J5740-0 J885-0 J7152-0 J4657-0 J3868-0
6506	U6506	J2487 J3299 J7521 J7446 J7816	J11-1 J5669-0 J2283-0 J840-0 J552-1 J6645-0 J1316-0 J5258-0 J3467-0 J4181-1 J6113-0 J6791-0 J6347-0 J2949-0 J7505-0 J5699-0 J1504-0 J3773-1 J1174-0 J7267-0
6507	U6507	J7064 J705 J3933 J558 J1245	J1773-1 J3020-0 J5466-0 J744-0 J3524-0 J97-0 J2447-0 J1438-1 J4072-0 J2910-0 J6708-0 J940-0 J657-0 J7264-0 J5200-0 J7677-0 J6552-0 J1496-1 J7602-0 J3587-0
6508	U6508	J7056 J7623 J3845 J826	J3557-0 J4587-0 J5111-0 J3271-0 J6232-0 J7149-0 J4772-0 J7141-0 J2397-0 J6267-0 J2323-0 J6062-0 J4158-0 J2312-0 J5225-0 J7337-0 J5442-0 J6249-0 J1344-0 J2861-0
6509	U6509	J171 J1906 J2760 J4051 J3711 J134 J2775 J7079 J7782 J4312 J551 J6643 J6641 J3362 J3202 J4597 J3013	J4948-1 J6119-1 J3732-0 J3971-0 J5882-0 J7044-0 J5576-0 J949-0 J5796-0 J7148-0 J2500-0 J7091-0 J5692-1 J4970-0 J1115-0 J3450-0 J4530-0 J1701-0 J1188-1 J3964-0
6510	U6510	J3607 J2535 J5865 J8240 J2487 J1694 J4321 J3202 J7815 J863	J7996-0 J884-0 J2380-1 J4133-1 J7201-0 J72-0 J6646-0 J1512-0 J1301-0 J6936-0 J3167-0 J458-0 J6440-0 J547-0 J3529-0 J5823-0 J5685-0 J1240-0 J8003-1 J3215-0
6511	U6511	J3155 J7550 J8100 J4406 J2671 J4934 J4609 J5093 J112	J6803-0 J2554-0 J5802-0 J5572-0 J5825-0 J4491-0 J781-0 J401-0 J878-0 J6050-0 J4180-0 J4363-0 J2328-0 J6940-0 J3978-0 J6330-0 J158-0 J1502-0 J1784-0 J7008-0
6512	U6512	J6700 J5686 J8231 J6383 J2150 J128 J7960 J8004 J2135 J6698 J4146 J6118 J3026 J816 J6233	J835-0 J4025-0 J5365-0 J1161-0 J5227-0 J6088-0 J3146-0 J18-1 J7459-0 J4132-1 J6166-0 J5898-0 J2317-0 J6472-0 J2957-0 J7838-0 J191-0 J7196-0 J2073-0 J500-0
6513	U6513	J6746 J6107 J6797 J1978 J6177 J5145 J7214 J3628 J7165 J7428 J3044 J6688 J5392 J3547 J220 J1592 J7067	J7680-0 J5131-0 J6408-1 J6582-0 J8258-0 J542-0 J3521-0 J2741-0 J2166-0 J4344-0 J7781-0 J5873-0 J2535-0 J7030-0 J5742-0 J6432-0 J1550-0 J7089-0 J7668-0 J6681-0
6514	U6514	J4326 J438 J7782 J3063 J3572 J8243 J8163 J8101	J1175-0 J7801-1 J2636-1 J8079-1 J3710-0 J8190-0 J5579-0 J3466-0 J4438-0 J4472-1 J145-0 J4605-1 J485-0 J7375-0 J2559-0 J4056-0 J1445-0 J1759-0 J1782-0 J6884-0
6515	U6515	J2569 J2658 J6041 J2187 J483	J2757-0 J5334-0 J2867-0 J7832-0 J6757-0 J4911-0 J3339-0 J8150-0 J4325-1 J5980-1 J5349-0 J7438-0 J3166-0 J3757-0 J4610-0 J6474-0 J6420-0 J4628-1 J6307-0 J4846-0
6516	U6516	J6967 J2069 J1320 J7300 J575	J6106-0 J6404-0 J4448-0 J1724-0 J788-0 J5204-0 J4120-0 J991-0 J7449-0 J5837-0 J1818-0 J7998-0 J847-0 J3359-0 J166-0 J7653-0 J755-0 J3332-0 J2648-0 J1486-0
6517	U6517	J4861 J6954 J3924 J3929 J3072	J6591-0 J3855-0 J477-0 J7358-0 J4995-0 J153-0 J3605-0 J1581-1 J6256-0 J4234-0 J6512-0 J2031-0 J691-0 J6666-0 J476-0 J606-0 J551-0 J1996-0 J4194-0 J4064-0
6518	U6518	J7521 J7624 J4818	J1475-0 J5245-0 J5867-0 J523-0 J6318-0 J1579-0 J7118-0 J1320-0 J7504-0 J5130-0 J892-0 J3040-0 J6364-0 J8032-0 J1219-0 J6161-0 J5610-0 J1038-0 J935-0 J6054-0
6519	U6519	J6737 J264 J5625 J304 J577	J5600-0 J6034-0 J5676-0 J7635-0 J3439-0 J5620-0 J4918-0 J365-0 J2369-0 J5120-0 J6030-1 J7768-0 J6278-0 J5733-0 J8096-0 J5125-0 J7206-1 J6079-0 J6040-0 J6314-0
6520	U6520	J5190 J16 J5854 J1701	J6951-0 J2952-0 J7801-0 J604-0 J7176-0 J4191-0 J1367-0 J6503-0 J3538-0 J5236-0 J2323-0 J907-0 J2831-0 J5068-1 J6421-0 J1902-0 J2090-0 J3840-0 J6775-0 J858-0
6521	U6521	J7881 J2717 J4654 J4870	J4240-1 J7203-1 J7627-1 J6014-0 J7337-0 J8185-0 J5286-0 J6135-0 J2491-0 J1418-0 J1865-0 J6126-1 J4658-0 J2564-0 J6011-0 J4770-0 J1321-0 J4314-1 J1528-0 J7078-0
6522	U6522	J2168 J2103 J2170	J6708-0 J422-0 J7803-1 J962-0 J5653-0 J2438-0 J6281-0 J6677-1 J2189-0 J5790-0 J4833-0 J644-0 J1906-1 J7724-0 J2242-0 J6736-0 J4424-0 J4519-1 J393-0 J2512-0
6523	U6523	J3953 J4522 J418 J4346	J6472-0 J5996-0 J5187-0 J4108-0 J8106-0 J434-0 J7316-0 J874-0 J1068-0 J7784-0 J3110-0 J596-0 J1231-0 J7341-0 J5427-0 J6507-0 J7720-0 J4077-0 J622-0 J6089-0
6524	U6524	J2822 J5376 J592 J3960 J8036	J3750-0 J2082-0 J1674-0 J6592-0 J4607-0 J5424-0 J5307-0 J4599-0 J6638-0 J8053-0 J5716-0 J2358-0 J2023-0 J7707-0 J5867-0 J631-0 J5077-0 J436-0 J3910-0 J380-0
6525	U6525	J7830 J3954 J3026	J1683-1 J5066-1 J5120-0 J692-0 J3508-0 J5122-0 J6365-0 J1133-0 J1849-0 J8157-0 J72-0 J4119-0 J4909-0 J7625-0 J5621-1 J5214-0 J787-0 J1510-0 J1052-1 J4330-1
6526	U6526	J4938 J4861 J6661 J6630 J6185 J2525 J1988 J648 J2681 J4849 J4473 J7884 J2517 J1375 J2 J4890	J7692-0 J6255-0 J1198-0 J3649-0 J5580-0 J7525-1 J4623-0 J6342-0 J5837-0 J1424-0 J1442-0 J3690-0 J4343-1 J8077-1 J2018-0 J31-0 J551-1 J4278-0 J7735-0 J6196-0
6527	U6527	J2720 J3010 J6688 J3699 J6751 J3295	J3196-0 J4477-0 J6656-0 J6657-0 J6009-0 J7047-0 J3836-0 J4440-0 J4537-0 J2596-1 J2187-0 J7238-0 J4370-0 J4743-0 J6213-0 J612-0 J4799-0 J7508-0 J4475-0 J6523-0
6528	U6528	J4261 J772 J7064 J7601 J4790 J3063 J1851 J2486 J2950 J5567 J2710	J3964-0 J3834-0 J2078-1 J1883-0 J4824-0 J7837-0 J4470-0 J358-0 J3658-0 J7951-0 J407-0 J1553-0 J1822-0 J5205-0 J289-0 J245-1 J7375-0 J4579-0 J6979-0 J3529-0
6529	U6529	J3553 J2396 J2 J7036 J3870 J2811 J2672	J5713-0 J7979-1 J3413-0 J7347-0 J4958-0 J5286-0 J6703-0 J678-1 J1905-1 J4118-0 J4184-0 J8156-0 J4512-0 J6696-1 J6673-0 J1834-1 J5257-0 J4038-1 J6482-0 J1133-0
6530	U6530	J698 J3553 J907 J5582	J5425-0 J2881-0 J6202-0 J5422-0 J1468-0 J7055-0 J2118-0 J2942-0 J3174-0 J8233-1 J130-0 J4309-0 J6787-0 J974-0 J3911-1 J8185-0 J1821-0 J6546-0 J1010-0 J7227-0
6531	U6531	J592 J5442 J2595	J4585-0 J4740-0 J4656-0 J3476-0 J7636-0 J3912-0 J7053-0 J2782-0 J4711-1 J7657-0 J4998-0 J1097-0 J2291-0 J2652-0 J4663-0 J3591-0 J3652-0 J861-0 J4536-0 J132-0
6532	U6532	J7918 J4473 J193 J4293 J246 J245 J1460 J2888 J2837 J4382	J3608-0 J2593-0 J4039-0 J2926-0 J1417-1 J5763-0 J7991-0 J8066-0 J6792-0 J2959-0 J2061-0 J2404-0 J904-1 J2656-1 J3984-0 J2772-0 J4729-0 J7634-1 J3421-0 J7277-0
6533	U6533	J6607 J3875 J663 J6086 J1464 J1218 J6229	J6843-0 J8256-0 J8250-0 J5353-0 J5274-0 J4615-1 J1621-0 J1047-1 J5150-0 J3218-0 J7900-0 J832-0 J2371-0 J1752-0 J1985-0 J1566-0 J4490-0 J7867-1 J603-1 J1167-0
6534	U6534	J62 J1147 J1243 J7636 J7572 J5780 J376	J5400-0 J5116-0 J908-0 J3951-0 J7469-0 J4934-1 J3301-0 J1779-0 J4636-0 J3078-0 J4487-0 J6122-0 J3369-1 J7169-0 J7295-0 J5250-0 J3933-1 J6100-0 J2956-1 J6294-0
6535	U6535	J817 J5464 J2858 J1693 J5996 J4149 J1879 J6041	J616-1 J4741-0 J1225-0 J6374-0 J4288-0 J4017-0 J2161-0 J5061-0 J1816-0 J144-0 J1445-0 J2551-0 J6196-0 J8186-0 J5495-0 J7362-0 J7749-0 J4182-0 J7705-0 J798-0
6536	U6536	J2634 J4747 J5974 J1459 J1641	J4503-0 J8216-0 J3746-0 J2075-1 J2275-0 J704-0 J6272-0 J4227-0 J7788-0 J1320-0 J2982-0 J1037-0 J6905-0 J5073-0 J1267-0 J3427-0 J1135-0 J4147-0 J6936-0 J8025-0
6537	U6537	J418 J7712 J7185 J6075 J1591	J1021-0 J5870-0 J7135-0 J3135-0 J7148-0 J1064-0 J5655-0 J1557-1 J7647-0 J2205-0 J4289-0 J2373-1 J7692-0 J6465-0 J2373-1 J6510-0 J4819-0 J2762-0 J1379-0 J1915-1
6538	U6538	J763 J5613 J1677	J7302-0 J6575-0 J5618-0 J2885-0 J5701-0 J1165-0 J1905-0 J474-0 J3839-0 J539-0 J508-0 J7128-0 J4224-0 J2683-1 J4556-0 J6464-0 J6299-0 J969-0 J6636-0 J7128-0
6539	U6539	J2229 J6661 J8260 J4771 J3322	J5837-0 J6919-0 J4424-0 J2887-1 J4431-0 J1910-0 J5287-0 J5214-0 J7681-0 J2935-0 J1787-0 J6724-0 J6180-0 J7491-0 J490-0 J2663-0 J969-0 J2228-0 J4452-0 J2855-0
6540	U6540	J6872 J7636 J4151 J3598	J4715-0 J6028-0 J1041-0 J6167-1 J7606-1 J1516-0 J7895-0 J6441-0 J933-0 J1755-0 J5725-1 J1013-0 J4948-1 J4902-1 J2284-0 J4441-0 J2112-0 J3492-0 J3751-0 J2217-0
6541	U6541	J212 J7601 J7194 J3023 J4903 J1351	J5482-0 J7121-0 J6205-1 J3113-0 J3816-0 J678-1 J2255-0 J5438-0 J284-0 J6697-1 J2764-0 J5381-0 J3277-0 J7104-0 J1732-0 J3020-0 J191-0 J7094-0 J4936-0 J7070-0
6542	U6542	J3647 J2717 J2426 J2731 J8005 J2566 J1163 J663	J5997-0 J4045-0 J4497-0 J4752-1 J7098-0 J5865-1 J7863-0 J7499-0 J3188-0 J7322-0 J2303-0 J7070-1 J4372-0 J4652-0 J6208-1 J7202-0 J2217-0 J904-1 J1465-1 J6733-0
6543	U6543	J3626 J2920 J1616	J1680-0 J1284-0 J4761-0 J3454-0 J293-0 J1665-0 J5751-0 J1167-0 J4263-0 J2174-0 J7005-0 J4076-0 J1715-0 J7446-0 J1810-0 J4680-0 J4681-0 J3770-0 J5978-0 J5538-0
6544	U6544	J437 J1442 J6353 J1490 J689 J260	J7090-0 J4477-0 J2201-0 J324-0 J6306-0 J8259-0 J4232-0 J6476-0 J5920-0 J2830-0 J6922-0 J3109-0 J1279-0 J6606-0 J6210-0 J3971-0 J8186-0 J3729-0 J3637-0 J7414-0
6545	U6545	J2451 J7341 J8000	J810-0 J1081-0 J7156-0 J1669-1 J7471-0 J5466-0 J3824-0 J1798-0 J8228-0 J4030-0 J2171-0 J3173-0 J6273-0 J418-0 J605-0 J5399-0 J3677-0 J6799-0 J5453-0 J7916-0
